InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539585,43237,PRODUTO TESTE,43,12/09/2011 00:00,5.46,10140.0,United Kingdom
541069,86928,PRODUTO TESTE,25,04/14/2011 00:00,25.82,10070.0,United Kingdom
543273,31386,PRODUTO TESTE,22,10/27/2011 00:00,29.33,10013.0,United Kingdom
539312,31709,PRODUTO TESTE,46,04/24/2011 00:00,44.6,10194.0,Eire
542943,40913,PRODUTO TESTE,33,01/24/2011 00:00,5.13,10089.0,United Kingdom
541635,11587,PRODUTO TESTE,8,12/30/2011 00:00,17.26,10178.0,United Kingdom
538626,33904,PRODUTO TESTE,10,08/03/2011 00:00,33.14,10135.0,United Kingdom
544209,86901,PRODUTO TESTE,31,03/20/2011 00:00,49.01,10155.0,Eire
539908,78613,PRODUTO TESTE,-5,01/01/2011 00:00,42.49,10151.0,United Kingdom
537358,39620,PRODUTO TESTE,3,02/17/2011 00:00,42.4,10038.0,United Kingdom
544664,38119,PRODUTO TESTE,-1,03/04/2011 00:00,26.1,10072.0,United Kingdom
544220,41239,PRODUTO TESTE,34,12/04/2011 00:00,28.43,10093.0,United Kingdom
536445,20706,PRODUTO TESTE,19,03/06/2011 00:00,43.0,10099.0,United Kingdom
544122,24255,PRODUTO TESTE,-5,03/01/2011 00:00,43.55,10008.0,United Kingdom
544526,99344,PRODUTO TESTE,35,11/02/2011 00:00,40.21,10109.0,United Kingdom
543461,72369,PRODUTO TESTE,31,11/17/2011 00:00,41.02,10030.0,United Kingdom
538294,70978,PRODUTO TESTE,34,03/18/2011 00:00,44.04,10148.0,United Kingdom
541681,35209,PRODUTO TESTE,3,08/26/2011 00:00,6.13,10136.0,United Kingdom
540844,87035,PRODUTO TESTE,43,07/15/2011 00:00,14.99,10184.0,United Kingdom
541581,25906,PRODUTO TESTE,4,07/30/2011 00:00,48.82,10148.0,United Kingdom
541547,97180,PRODUTO TESTE,26,04/24/2011 00:00,27.47,10073.0,United Kingdom
541752,55304,PRODUTO TESTE,25,10/02/2011 00:00,9.23,10193.0,United Kingdom
540626,39772,PRODUTO TESTE,7,11/18/2011 00:00,25.4,10082.0,France
542214,77536,PRODUTO TESTE,15,09/22/2011 00:00,32.47,10065.0,United Kingdom
540739,47548,PRODUTO TESTE,-3,11/26/2011 00:00,41.5,10181.0,United Kingdom
536148,34263,PRODUTO TESTE,20,02/10/2011 00:00,40.7,10074.0,United Kingdom
536317,71525,PRODUTO TESTE,32,08/28/2011 00:00,2.94,10015.0,United Kingdom
544622,74982,PRODUTO TESTE,11,12/31/2011 00:00,22.95,10093.0,United Kingdom
544183,64293,PRODUTO TESTE,24,07/15/2011 00:00,1.52,10159.0,United Kingdom
541270,51577,PRODUTO TESTE,47,12/10/2011 00:00,44.46,10037.0,United Kingdom
537571,39591,PRODUTO TESTE,7,05/08/2011 00:00,9.11,10092.0,United Kingdom
543033,46339,PRODUTO TESTE,10,11/24/2011 00:00,31.43,10025.0,United Kingdom
537289,88692,PRODUTO TESTE,1,12/09/2011 00:00,28.75,10137.0,Eire
539395,42356,PRODUTO TESTE,24,08/16/2011 00:00,31.46,10095.0,United Kingdom
538968,97046,PRODUTO TESTE,6,09/15/2011 00:00,28.39,10066.0,United Kingdom
536111,23102,PRODUTO TESTE,41,07/10/2011 00:00,35.92,10045.0,United Kingdom
543263,24644,PRODUTO TESTE,11,04/26/2011 00:00,31.49,10112.0,United Kingdom
540587,39936,PRODUTO TESTE,31,07/15/2011 00:00,4.97,10133.0,United Kingdom
538846,10267,PRODUTO TESTE,5,12/18/2011 00:00,18.66,10188.0,United Kingdom
540564,89131,PRODUTO TESTE,12,01/06/2011 00:00,27.56,10087.0,United Kingdom
536000,40635,PRODUTO TESTE,4,03/16/2011 00:00,16.6,10032.0,United Kingdom
539932,19194,PRODUTO TESTE,25,07/02/2011 00:00,38.14,10166.0,United Kingdom
540676,65668,PRODUTO TESTE,-4,05/04/2011 00:00,16.24,10125.0,France
539057,96246,PRODUTO TESTE,-1,08/16/2011 00:00,41.52,10140.0,United Kingdom
543473,99435,PRODUTO TESTE,22,05/12/2011 00:00,7.76,10019.0,United Kingdom
538248,19674,PRODUTO TESTE,25,08/29/2011 00:00,38.58,10062.0,United Kingdom
537240,81359,PRODUTO TESTE,13,02/08/2011 00:00,9.58,10153.0,France
540747,42582,PRODUTO TESTE,18,05/02/2011 00:00,26.64,10166.0,United Kingdom
543985,85259,PRODUTO TESTE,17,09/10/2011 00:00,16.37,10087.0,United Kingdom
539377,64566,PRODUTO TESTE,36,06/22/2011 00:00,32.05,10160.0,United Kingdom
536419,75855,PRODUTO TESTE,19,09/18/2011 00:00,11.03,10168.0,United Kingdom
544729,85404,PRODUTO TESTE,41,08/21/2011 00:00,39.87,10077.0,United Kingdom
539998,90581,PRODUTO TESTE,6,04/30/2011 00:00,28.89,10179.0,Eire
537556,22922,PRODUTO TESTE,5,06/06/2011 00:00,47.89,10057.0,United Kingdom
541540,75143,PRODUTO TESTE,17,12/19/2011 00:00,35.73,10047.0,United Kingdom
538876,22699,PRODUTO TESTE,-1,12/18/2011 00:00,30.57,10136.0,United Kingdom
544440,94952,PRODUTO TESTE,31,01/13/2011 00:00,41.54,10127.0,United Kingdom
538645,66553,PRODUTO TESTE,16,09/15/2011 00:00,11.37,10027.0,Germany
540951,27338,PRODUTO TESTE,15,06/29/2011 00:00,31.82,10166.0,United Kingdom
540889,36346,PRODUTO TESTE,24,01/01/2011 00:00,19.82,10039.0,United Kingdom
538181,90611,PRODUTO TESTE,-1,08/20/2011 00:00,37.32,10160.0,United Kingdom
540493,68004,PRODUTO TESTE,15,01/09/2011 00:00,1.71,10001.0,United Kingdom
536981,30633,PRODUTO TESTE,48,04/27/2011 00:00,21.67,10159.0,United Kingdom
541793,83851,PRODUTO TESTE,29,09/09/2011 00:00,32.76,10157.0,United Kingdom
542824,74647,PRODUTO TESTE,26,10/24/2011 00:00,23.3,10156.0,United Kingdom
544550,16918,PRODUTO TESTE,22,05/31/2011 00:00,12.28,10132.0,United Kingdom
538932,35494,PRODUTO TESTE,20,10/23/2011 00:00,23.49,10094.0,United Kingdom
538566,86003,PRODUTO TESTE,46,11/03/2011 00:00,42.56,10141.0,United Kingdom
540939,41574,PRODUTO TESTE,46,06/13/2011 00:00,10.74,10055.0,United Kingdom
542234,13382,PRODUTO TESTE,17,03/05/2011 00:00,18.68,10156.0,United Kingdom
544932,64349,PRODUTO TESTE,45,08/29/2011 00:00,49.52,10111.0,United Kingdom
536225,90893,PRODUTO TESTE,-1,01/06/2011 00:00,45.68,10091.0,France
538144,60078,PRODUTO TESTE,12,11/23/2011 00:00,2.18,10101.0,United Kingdom
538361,97804,PRODUTO TESTE,11,05/22/2011 00:00,26.75,10113.0,France
538298,20270,PRODUTO TESTE,33,10/05/2011 00:00,3.74,10007.0,United Kingdom
540173,70070,PRODUTO TESTE,28,09/26/2011 00:00,46.23,10027.0,United Kingdom
543856,68475,PRODUTO TESTE,20,06/22/2011 00:00,22.36,10049.0,United Kingdom
536278,98581,PRODUTO TESTE,9,12/21/2011 00:00,21.21,10022.0,United Kingdom
543342,56902,PRODUTO TESTE,22,10/18/2011 00:00,14.01,10087.0,United Kingdom
541559,83978,PRODUTO TESTE,9,11/19/2011 00:00,28.66,10133.0,United Kingdom
541536,23086,PRODUTO TESTE,22,02/04/2011 00:00,7.68,10130.0,United Kingdom
542104,13992,PRODUTO TESTE,13,06/26/2011 00:00,40.05,10094.0,United Kingdom
537038,74482,PRODUTO TESTE,43,12/14/2011 00:00,24.81,10171.0,United Kingdom
542720,10342,PRODUTO TESTE,36,10/24/2011 00:00,28.54,10113.0,United Kingdom
538233,88734,PRODUTO TESTE,4,06/15/2011 00:00,42.12,10015.0,United Kingdom
540649,11871,PRODUTO TESTE,46,01/26/2011 00:00,9.66,10152.0,United Kingdom
542091,71966,PRODUTO TESTE,31,04/14/2011 00:00,9.17,10114.0,France
541435,50671,PRODUTO TESTE,14,07/28/2011 00:00,21.33,10126.0,Eire
538908,68090,PRODUTO TESTE,24,08/23/2011 00:00,39.41,10113.0,United Kingdom
539564,66103,PRODUTO TESTE,5,12/04/2011 00:00,3.4,10110.0,United Kingdom
540288,49985,PRODUTO TESTE,-3,02/03/2011 00:00,39.86,10018.0,United Kingdom
536371,53331,PRODUTO TESTE,18,05/25/2011 00:00,25.29,10111.0,United Kingdom
542534,55302,PRODUTO TESTE,38,04/10/2011 00:00,28.31,10158.0,Germany
536899,70941,PRODUTO TESTE,14,12/17/2011 00:00,28.44,10060.0,United Kingdom
540127,73923,PRODUTO TESTE,16,03/02/2011 00:00,3.28,10120.0,United Kingdom
541894,50463,PRODUTO TESTE,49,03/22/2011 00:00,12.86,10006.0,United Kingdom
536723,41724,PRODUTO TESTE,49,04/19/2011 00:00,37.89,10069.0,United Kingdom
544959,13830,PRODUTO TESTE,20,02/08/2011 00:00,20.91,10087.0,United Kingdom
539395,80128,PRODUTO TESTE,-3,08/23/2011 00:00,28.25,10196.0,United Kingdom
536142,30354,PRODUTO TESTE,32,07/11/2011 00:00,47.27,10042.0,United Kingdom
541927,49077,PRODUTO TESTE,34,07/23/2011 00:00,2.79,10055.0,United Kingdom
541018,99335,PRODUTO TESTE,45,11/28/2011 00:00,22.76,10081.0,France
541762,80632,PRODUTO TESTE,47,06/08/2011 00:00,18.38,10198.0,United Kingdom
542759,41127,PRODUTO TESTE,29,04/24/2011 00:00,5.77,10170.0,United Kingdom
540280,52742,PRODUTO TESTE,0,05/18/2011 00:00,47.56,10006.0,Germany
543440,39228,PRODUTO TESTE,8,10/20/2011 00:00,48.09,10046.0,United Kingdom
539331,66355,PRODUTO TESTE,34,07/12/2011 00:00,15.92,10164.0,Germany
540906,23751,PRODUTO TESTE,28,03/03/2011 00:00,47.36,10011.0,United Kingdom
537426,95736,PRODUTO TESTE,18,09/09/2011 00:00,2.24,10171.0,United Kingdom
541579,98841,PRODUTO TESTE,17,09/30/2011 00:00,49.05,10056.0,United Kingdom
538354,36869,PRODUTO TESTE,34,04/02/2011 00:00,41.88,10183.0,United Kingdom
542270,30741,PRODUTO TESTE,18,07/23/2011 00:00,11.11,10058.0,United Kingdom
543209,58531,PRODUTO TESTE,3,07/25/2011 00:00,30.18,10086.0,United Kingdom
543730,68213,PRODUTO TESTE,48,03/05/2011 00:00,40.02,10132.0,United Kingdom
544361,67924,PRODUTO TESTE,14,01/04/2011 00:00,16.31,10025.0,United Kingdom
537100,13784,PRODUTO TESTE,10,09/20/2011 00:00,18.01,10111.0,United Kingdom
537241,73991,PRODUTO TESTE,-2,08/13/2011 00:00,31.63,10101.0,United Kingdom
544335,15982,PRODUTO TESTE,20,09/18/2011 00:00,7.78,10156.0,United Kingdom
539427,40777,PRODUTO TESTE,49,05/18/2011 00:00,6.35,10199.0,Eire
536234,74506,PRODUTO TESTE,3,07/08/2011 00:00,12.87,10132.0,France
538582,89836,PRODUTO TESTE,8,12/25/2011 00:00,37.19,10081.0,United Kingdom
543525,67164,PRODUTO TESTE,4,03/24/2011 00:00,18.65,10081.0,United Kingdom
539194,24375,PRODUTO TESTE,0,08/27/2011 00:00,25.61,10083.0,United Kingdom
536690,71213,PRODUTO TESTE,28,02/18/2011 00:00,10.17,10162.0,United Kingdom
542498,13333,PRODUTO TESTE,11,01/24/2011 00:00,10.11,10064.0,United Kingdom
537751,30787,PRODUTO TESTE,36,12/16/2011 00:00,32.7,10033.0,United Kingdom
539175,21136,PRODUTO TESTE,17,02/17/2011 00:00,5.86,10066.0,United Kingdom
536035,98639,PRODUTO TESTE,30,08/28/2011 00:00,33.56,10004.0,United Kingdom
541417,43152,PRODUTO TESTE,-1,07/07/2011 00:00,20.33,10021.0,United Kingdom
540007,60253,PRODUTO TESTE,13,10/23/2011 00:00,33.73,10018.0,United Kingdom
543803,81152,PRODUTO TESTE,17,07/19/2011 00:00,19.4,10154.0,United Kingdom
539009,97258,PRODUTO TESTE,-2,09/12/2011 00:00,42.38,10144.0,United Kingdom
537841,99593,PRODUTO TESTE,18,11/23/2011 00:00,3.25,10139.0,United Kingdom
537493,24775,PRODUTO TESTE,20,10/30/2011 00:00,44.72,10092.0,United Kingdom
537801,45453,PRODUTO TESTE,17,09/21/2011 00:00,13.8,10143.0,United Kingdom
540059,46458,PRODUTO TESTE,22,03/01/2011 00:00,2.61,10032.0,United Kingdom
536784,81659,PRODUTO TESTE,38,03/03/2011 00:00,28.34,10180.0,United Kingdom
539621,40211,PRODUTO TESTE,37,07/01/2011 00:00,11.61,10100.0,United Kingdom
543692,30814,PRODUTO TESTE,-5,08/29/2011 00:00,23.23,10187.0,United Kingdom
542908,77955,PRODUTO TESTE,30,09/01/2011 00:00,40.21,10030.0,United Kingdom
541735,54560,PRODUTO TESTE,44,10/15/2011 00:00,39.68,10099.0,United Kingdom
544038,77280,PRODUTO TESTE,42,02/07/2011 00:00,30.22,10139.0,United Kingdom
543021,44191,PRODUTO TESTE,12,03/05/2011 00:00,48.9,10099.0,United Kingdom
541873,53788,PRODUTO TESTE,38,02/24/2011 00:00,23.46,10089.0,Germany
543767,10821,PRODUTO TESTE,39,07/17/2011 00:00,2.45,10033.0,United Kingdom
537119,11453,PRODUTO TESTE,15,08/20/2011 00:00,41.06,10076.0,United Kingdom
543364,10031,PRODUTO TESTE,42,02/12/2011 00:00,11.45,10047.0,Germany
538658,25768,PRODUTO TESTE,29,11/14/2011 00:00,9.22,10060.0,United Kingdom
542597,41286,PRODUTO TESTE,36,04/21/2011 00:00,3.97,10136.0,United Kingdom
544219,14523,PRODUTO TESTE,36,08/30/2011 00:00,16.73,10126.0,United Kingdom
540464,24467,PRODUTO TESTE,37,10/02/2011 00:00,16.64,10121.0,United Kingdom
536798,86230,PRODUTO TESTE,47,01/14/2011 00:00,15.49,10072.0,United Kingdom
539332,86910,PRODUTO TESTE,42,11/12/2011 00:00,29.86,10191.0,Germany
539661,36079,PRODUTO TESTE,18,12/21/2011 00:00,37.7,10017.0,Eire
544430,95181,PRODUTO TESTE,25,12/16/2011 00:00,46.92,10068.0,United Kingdom
544482,20612,PRODUTO TESTE,30,02/20/2011 00:00,5.16,10023.0,United Kingdom
541116,12825,PRODUTO TESTE,42,05/24/2011 00:00,7.94,10067.0,United Kingdom
544555,41875,PRODUTO TESTE,16,03/26/2011 00:00,29.7,10192.0,United Kingdom
539926,33825,PRODUTO TESTE,12,06/14/2011 00:00,5.36,10073.0,United Kingdom
539700,16955,PRODUTO TESTE,35,12/22/2011 00:00,18.85,10181.0,United Kingdom
543528,86269,PRODUTO TESTE,47,10/06/2011 00:00,31.42,10099.0,United Kingdom
542006,98096,PRODUTO TESTE,45,10/09/2011 00:00,39.14,10139.0,United Kingdom
540701,34334,PRODUTO TESTE,3,06/04/2011 00:00,11.27,10091.0,United Kingdom
540110,38350,PRODUTO TESTE,45,12/08/2011 00:00,33.57,10053.0,United Kingdom
542350,74653,PRODUTO TESTE,38,12/02/2011 00:00,32.47,10152.0,United Kingdom
542781,93975,PRODUTO TESTE,3,10/22/2011 00:00,43.05,10193.0,France
540415,35816,PRODUTO TESTE,-5,10/25/2011 00:00,16.03,10052.0,United Kingdom
536284,71444,PRODUTO TESTE,6,08/26/2011 00:00,37.63,10155.0,United Kingdom
536916,12082,PRODUTO TESTE,46,02/04/2011 00:00,37.72,10052.0,United Kingdom
537297,60949,PRODUTO TESTE,36,04/14/2011 00:00,12.34,10143.0,United Kingdom
540158,98843,PRODUTO TESTE,26,10/08/2011 00:00,31.25,10157.0,Eire
541527,52794,PRODUTO TESTE,29,04/30/2011 00:00,33.92,10089.0,France
543233,67737,PRODUTO TESTE,17,03/04/2011 00:00,14.08,10147.0,United Kingdom
538092,71863,PRODUTO TESTE,44,12/12/2011 00:00,22.86,10054.0,United Kingdom
543079,66905,PRODUTO TESTE,3,06/28/2011 00:00,22.07,10015.0,United Kingdom
541994,71764,PRODUTO TESTE,12,11/11/2011 00:00,38.79,10019.0,United Kingdom
536464,89803,PRODUTO TESTE,6,04/14/2011 00:00,0.53,10089.0,United Kingdom
539161,10946,PRODUTO TESTE,41,05/12/2011 00:00,25.3,10180.0,United Kingdom
538723,89613,PRODUTO TESTE,24,05/06/2011 00:00,9.62,10025.0,United Kingdom
543979,91699,PRODUTO TESTE,32,05/17/2011 00:00,32.52,10091.0,United Kingdom
544290,91360,PRODUTO TESTE,45,06/09/2011 00:00,34.18,10140.0,United Kingdom
543373,43116,PRODUTO TESTE,5,04/19/2011 00:00,25.31,10040.0,United Kingdom
540752,62469,PRODUTO TESTE,48,10/25/2011 00:00,27.33,10144.0,United Kingdom
540435,41794,PRODUTO TESTE,1,04/30/2011 00:00,16.1,10061.0,United Kingdom
538803,85627,PRODUTO TESTE,36,06/11/2011 00:00,16.01,10161.0,United Kingdom
542956,46592,PRODUTO TESTE,33,11/11/2011 00:00,37.38,10115.0,United Kingdom
536776,38170,PRODUTO TESTE,40,06/09/2011 00:00,7.02,10109.0,United Kingdom
538440,71674,PRODUTO TESTE,3,01/04/2011 00:00,38.69,10035.0,United Kingdom
537216,14442,PRODUTO TESTE,47,01/01/2011 00:00,32.92,10092.0,United Kingdom
540448,43841,PRODUTO TESTE,38,06/09/2011 00:00,44.28,10171.0,France
538697,28565,PRODUTO TESTE,1,08/25/2011 00:00,13.38,10003.0,United Kingdom
537777,43644,PRODUTO TESTE,25,12/11/2011 00:00,25.56,10151.0,United Kingdom
539387,50386,PRODUTO TESTE,39,02/17/2011 00:00,2.43,10098.0,United Kingdom
543747,15711,PRODUTO TESTE,21,07/18/2011 00:00,45.67,10143.0,United Kingdom
541022,87818,PRODUTO TESTE,15,04/16/2011 00:00,33.93,10132.0,United Kingdom
543407,47497,PRODUTO TESTE,10,06/14/2011 00:00,31.33,10086.0,United Kingdom
544225,42292,PRODUTO TESTE,23,06/11/2011 00:00,36.77,10061.0,United Kingdom
544119,23452,PRODUTO TESTE,49,04/25/2011 00:00,14.57,10125.0,United Kingdom
539159,99620,PRODUTO TESTE,28,01/07/2011 00:00,30.39,10028.0,United Kingdom
543897,87002,PRODUTO TESTE,34,01/27/2011 00:00,40.15,10116.0,United Kingdom
544184,53368,PRODUTO TESTE,37,07/10/2011 00:00,4.97,10018.0,United Kingdom
544636,40105,PRODUTO TESTE,37,03/23/2011 00:00,47.96,10129.0,United Kingdom
539159,52073,PRODUTO TESTE,17,04/30/2011 00:00,44.65,10125.0,United Kingdom
538055,96477,PRODUTO TESTE,37,02/03/2011 00:00,48.17,10016.0,United Kingdom
541258,29925,PRODUTO TESTE,13,01/19/2011 00:00,40.51,10151.0,United Kingdom
544386,71606,PRODUTO TESTE,27,02/16/2011 00:00,15.07,10083.0,United Kingdom
544105,91319,PRODUTO TESTE,11,05/18/2011 00:00,29.29,10157.0,United Kingdom
541140,78052,PRODUTO TESTE,46,03/01/2011 00:00,6.45,10008.0,United Kingdom
537343,88313,PRODUTO TESTE,35,03/26/2011 00:00,37.83,10035.0,United Kingdom
539802,95296,PRODUTO TESTE,27,04/21/2011 00:00,8.11,10098.0,United Kingdom
542427,15399,PRODUTO TESTE,19,04/17/2011 00:00,43.41,10037.0,United Kingdom
541043,31503,PRODUTO TESTE,23,01/05/2011 00:00,12.41,10065.0,United Kingdom
539109,22997,PRODUTO TESTE,37,02/12/2011 00:00,8.44,10132.0,United Kingdom
539083,61055,PRODUTO TESTE,10,12/13/2011 00:00,4.01,10028.0,Germany
536537,46668,PRODUTO TESTE,40,09/01/2011 00:00,35.71,10135.0,United Kingdom
538596,13665,PRODUTO TESTE,10,02/15/2011 00:00,9.72,10020.0,United Kingdom
542024,60181,PRODUTO TESTE,2,04/14/2011 00:00,10.28,10035.0,United Kingdom
538171,19068,PRODUTO TESTE,35,05/20/2011 00:00,8.9,10117.0,United Kingdom
544940,46657,PRODUTO TESTE,33,11/27/2011 00:00,15.64,10158.0,United Kingdom
536741,42992,PRODUTO TESTE,13,11/18/2011 00:00,47.09,10034.0,United Kingdom
541298,90422,PRODUTO TESTE,30,10/09/2011 00:00,24.59,10059.0,United Kingdom
540469,71424,PRODUTO TESTE,35,02/08/2011 00:00,13.41,10185.0,Germany
543499,66177,PRODUTO TESTE,38,06/29/2011 00:00,8.93,10197.0,United Kingdom
543989,84851,PRODUTO TESTE,47,06/26/2011 00:00,1.44,10116.0,United Kingdom
540891,26247,PRODUTO TESTE,41,08/21/2011 00:00,18.57,10089.0,United Kingdom
541671,33076,PRODUTO TESTE,19,11/05/2011 00:00,5.95,10069.0,Germany
542290,77708,PRODUTO TESTE,7,04/28/2011 00:00,1.84,10122.0,France
540688,77416,PRODUTO TESTE,0,07/23/2011 00:00,5.6,10118.0,United Kingdom
537663,11922,PRODUTO TESTE,26,04/07/2011 00:00,16.27,10058.0,France
539857,30185,PRODUTO TESTE,31,03/18/2011 00:00,37.67,10004.0,Germany
538173,30438,PRODUTO TESTE,32,04/25/2011 00:00,3.82,10030.0,United Kingdom
540179,10544,PRODUTO TESTE,-5,09/26/2011 00:00,34.09,10191.0,Germany
541536,69517,PRODUTO TESTE,33,06/09/2011 00:00,31.22,10083.0,United Kingdom
537883,14897,PRODUTO TESTE,38,09/06/2011 00:00,44.16,10096.0,United Kingdom
538244,85722,PRODUTO TESTE,34,09/10/2011 00:00,9.61,10093.0,United Kingdom
543406,62699,PRODUTO TESTE,23,05/13/2011 00:00,39.82,10156.0,United Kingdom
539399,78554,PRODUTO TESTE,-5,12/15/2011 00:00,43.31,10012.0,United Kingdom
537785,54742,PRODUTO TESTE,21,01/17/2011 00:00,48.84,10016.0,United Kingdom
542418,97322,PRODUTO TESTE,30,11/24/2011 00:00,40.52,10055.0,France
542449,34338,PRODUTO TESTE,26,01/03/2011 00:00,6.63,10097.0,United Kingdom
543435,60216,PRODUTO TESTE,26,05/20/2011 00:00,47.38,10134.0,Eire
542839,10589,PRODUTO TESTE,23,10/29/2011 00:00,40.84,10098.0,United Kingdom
544927,84959,PRODUTO TESTE,25,09/07/2011 00:00,11.01,10088.0,United Kingdom
541173,61120,PRODUTO TESTE,12,04/28/2011 00:00,8.68,10187.0,United Kingdom
538581,25831,PRODUTO TESTE,28,11/20/2011 00:00,46.85,10032.0,United Kingdom
543766,83583,PRODUTO TESTE,10,02/20/2011 00:00,8.21,10114.0,United Kingdom
538383,99029,PRODUTO TESTE,22,09/02/2011 00:00,38.97,10108.0,United Kingdom
538619,16168,PRODUTO TESTE,17,07/09/2011 00:00,20.56,10094.0,United Kingdom
543456,86116,PRODUTO TESTE,34,03/17/2011 00:00,36.33,10161.0,United Kingdom
543934,76281,PRODUTO TESTE,44,12/03/2011 00:00,5.05,10053.0,United Kingdom
539054,41897,PRODUTO TESTE,29,10/07/2011 00:00,36.39,10190.0,Germany
542564,67108,PRODUTO TESTE,2,01/04/2011 00:00,25.84,10066.0,United Kingdom
544301,80685,PRODUTO TESTE,31,02/01/2011 00:00,45.07,10109.0,United Kingdom
543188,53141,PRODUTO TESTE,12,01/21/2011 00:00,9.83,10104.0,United Kingdom
536044,69981,PRODUTO TESTE,-3,06/01/2011 00:00,5.91,10169.0,Eire
541981,14350,PRODUTO TESTE,5,06/02/2011 00:00,10.21,10087.0,United Kingdom
537529,93276,PRODUTO TESTE,49,09/22/2011 00:00,4.39,10056.0,United Kingdom
543617,93120,PRODUTO TESTE,18,09/04/2011 00:00,49.02,10004.0,United Kingdom
536603,28923,PRODUTO TESTE,6,01/06/2011 00:00,6.58,10072.0,United Kingdom
544937,52969,PRODUTO TESTE,2,06/23/2011 00:00,10.44,10165.0,United Kingdom
537595,31484,PRODUTO TESTE,30,10/14/2011 00:00,40.58,10001.0,United Kingdom
539781,45964,PRODUTO TESTE,36,11/24/2011 00:00,12.71,10179.0,United Kingdom
538106,34774,PRODUTO TESTE,14,04/17/2011 00:00,11.5,10108.0,United Kingdom
